gid,stad,temp,humd,wspd,wdir,cond,surf,h,date2,date_id
3845,Paul Brown Stadium,,,,,Sunny,UBU Speed Series S5M,CIN,2014-11-02,2014-11-02CIN
3846,FirstEnergy Stadium,42.0,67.0,8.0,N,Sunny,Grass,CLE,2014-11-02,2014-11-02CLE
3847,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2014-11-02,2014-11-02DAL
3848,Arrowhead Stadium,57.0,30.0,20.0,S,Sunny,Grass,KC,2014-11-02,2014-11-02KC
3849,Sun Life Stadium,70.0,29.0,16.0,NNW,Sunny,Grass,MIA,2014-11-02,2014-11-02MIA
3850,TCF Bank Stadium,50.0,,12.0,S,Sunny,FieldTurf,MIN,2014-11-02,2014-11-02MIN
3851,NRG Stadium,,,,,Closed Roof,Grass,HOU,2014-11-02,2014-11-02HOU
3852,Levi's Stadium,61.0,55.0,8.0,NW,Sunny,Grass,SF,2014-11-02,2014-11-02SF
3853,Gillette Stadium,35.0,63.0,23.0,NW,Cloudy,FieldTurf,NE,2014-11-02,2014-11-02NE
3854,CenturyLink Field,54.0,80.0,9.0,S,Rain,FieldTurf,SEA,2014-11-02,2014-11-02SEA
3855,Heinz Field,38.0,57.0,6.0,WNW,Clear,Grass,PIT,2014-11-02,2014-11-02PIT
3856,MetLife Stadium,55.0,26.0,6.0,SSW,Clear,UBU Speed Series S5M,NYG,2014-11-03,2014-11-03NYG
3857,Paul Brown Stadium,42.0,86.0,17.0,W,Cloudy,UBU Speed Series S5M,CIN,2014-11-06,2014-11-06CIN
3858,Ralph Wilson Stadium,42.0,72.0,10.0,SW,Cloudy,A Turf Titan,BUF,2014-11-09,2014-11-09BUF
3859,Ford Field,,,,,Dome,FieldTurf,DET,2014-11-09,2014-11-09DET
3860,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2014-11-09,2014-11-09NO
3861,MetLife Stadium,58.0,36.0,8.0,W,Sunny,FieldTurf,NYJ,2014-11-09,2014-11-09NYJ
3862,Raymond James Stadium,64.0,73.0,5.0,N,Cloudy,Grass,TB,2014-11-09,2014-11-09TB
3863,Wembley Stadium,50.0,71.0,3.0,S,Clear,Grass,JAC,2014-11-09,2014-11-09JAC
3864,M&T Bank Stadium,57.0,37.0,7.0,W,Partly Cloudy,MomentumTurf,BAL,2014-11-09,2014-11-09BAL
3865,O.co Coliseum Oakland,68.0,65.0,6.0,WSW,Clear,Grass,OAK,2014-11-09,2014-11-09OAK
3866,University of Phoenix Stadium,,,,,Covered Roof,Grass,ARI,2014-11-09,2014-11-09ARI
3867,CenturyLink Field,50.0,88.0,0.0,CALM,Cloudy,FieldTurf,SEA,2014-11-09,2014-11-09SEA
3868,Lambeau Field,34.0,90.0,5.0,NW,Mostly Cloudy,DD GrassMaster,GB,2014-11-09,2014-11-09GB
3869,Lincoln Financial Field,52.0,61.0,5.0,S,Clear,Grass,PHI,2014-11-10,2014-11-10PHI
3870,Sun Life Stadium,74.0,76.0,4.0,NE,Clear,Grass,MIA,2014-11-13,2014-11-13MIA
3871,Soldier Field,31.0,76.0,12.0,SW,Flurries,Grass,CHI,2014-11-16,2014-11-16CHI
3872,FirstEnergy Stadium,34.0,57.0,9.0,SW,Cloudy,Grass,CLE,2014-11-16,2014-11-16CLE
3873,Lambeau Field,28.0,72.0,13.0,SW,Cloudy,DD GrassMaster,GB,2014-11-16,2014-11-16GB
3874,Arrowhead Stadium,21.0,65.0,8.0,NW,Cloudy,Grass,KC,2014-11-16,2014-11-16KC
3875,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2014-11-16,2014-11-16STL
3876,Mercedes-Benz Superdome,77.0,,,,Dome,UBU Speed Series S5M,NO,2014-11-16,2014-11-16NO
3877,MetLife Stadium,42.0,53.0,0.0,SW,Cloudy,UBU Speed Series S5M,NYG,2014-11-16,2014-11-16NYG
3878,FedEx Field,45.0,39.0,6.0,SW,Cloudy,Grass,WAS,2014-11-16,2014-11-16WAS
3879,Bank of America Stadium,48.0,28.0,3.0,N,Cloudy,Grass,CAR,2014-11-16,2014-11-16CAR
3880,Qualcomm Stadium,72.0,40.0,13.0,W,Sunny,Grass,SD,2014-11-16,2014-11-16SD
3881,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2014-11-16,2014-11-16ARI
3882,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2014-11-16,2014-11-16IND
3883,LP Field,25.0,64.0,9.0,WSW,Cloudy,Grass,TEN,2014-11-17,2014-11-17TEN
3884,O.co Coliseum Oakland,57.0,88.0,6.0,SSE,Cloudy,Grass,OAK,2014-11-20,2014-11-20OAK
3885,Georgia Dome,,,,,Dome,AstroTurf,ATL,2014-11-23,2014-11-23ATL
3886,Soldier Field,54.0,75.0,12.0,S,Cloudy,Grass,CHI,2014-11-23,2014-11-23CHI
3887,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2014-11-23,2014-11-23IND
3888,TCF Bank Stadium,49.0,,,,Cloudy,FieldTurf,MIN,2014-11-23,2014-11-23MIN
3889,Gillette Stadium,58.0,40.0,7.0,WSW,Mostly Sunny,FieldTurf,NE,2014-11-23,2014-11-23NE
3890,Lincoln Financial Field,54.0,33.0,7.0,S,Sunny,Grass,PHI,2014-11-23,2014-11-23PHI
3891,NRG Stadium,,,,,Closed Roof,Grass,HOU,2014-11-23,2014-11-23HOU
3892,Qualcomm Stadium,72.0,40.0,5.0,WNW,Sunny,Grass,SD,2014-11-23,2014-11-23SD
3893,CenturyLink Field,51.0,79.0,10.0,SSW,Sunny,FieldTurf,SEA,2014-11-23,2014-11-23SEA
3894,Sports Authority Field at Mile High,39.0,36.0,6.0,N,Mostly Cloudy,Grass,DEN,2014-11-23,2014-11-23DEN
3895,Levi's Stadium,62.0,44.0,9.0,WNW,Cloudy,Grass,SF,2014-11-23,2014-11-23SF
3896,MetLife Stadium,51.0,58.0,2.0,S,Cloudy,UBU Speed Series S5M,NYG,2014-11-23,2014-11-23NYG
3897,Ford Field,,,,,Dome,FieldTurf,BUF,2014-11-24,2014-11-24BUF
3898,Mercedes-Benz Superdome,63.0,,,,Dome,UBU Speed Series S5M,NO,2014-11-24,2014-11-24NO
3899,Ford Field,,,,,Dome,FieldTurf,DET,2014-11-27,2014-11-27DET
3900,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2014-11-27,2014-11-27DAL
3901,Levi's Stadium,68.0,45.0,0.0,CALM,Clear,Grass,SF,2014-11-27,2014-11-27SF
3902,Ralph Wilson Stadium,57.0,61.0,17.0,SW,Cloudy,A Turf Titan,BUF,2014-11-30,2014-11-30BUF
3903,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2014-11-30,2014-11-30IND
3904,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2014-11-30,2014-11-30STL
3905,TCF Bank Stadium,12.0,,17.0,NW,Sunny,FieldTurf,MIN,2014-11-30,2014-11-30MIN
3906,Heinz Field,63.0,55.0,15.0,SW,Cloudy,Grass,PIT,2014-11-30,2014-11-30PIT
3907,Raymond James Stadium,77.0,54.0,7.0,E,Sunny,Grass,TB,2014-11-30,2014-11-30TB
3908,EverBank Field,71.0,0.0,5.0,E,Clear,Grass,JAC,2014-11-30,2014-11-30JAC
3909,M&T Bank Stadium,54.0,0.0,8.0,SSW,Partly Cloudy,MomentumTurf,BAL,2014-11-30,2014-11-30BAL
3910,NRG Stadium,,,,,Closed Roof,Grass,HOU,2014-11-30,2014-11-30HOU
3911,Georgia Dome,,,,,Dome,AstroTurf,ATL,2014-11-30,2014-11-30ATL
3912,Lambeau Field,28.0,60.0,14.0,NW,Mostly Cloudy,DD GrassMaster,GB,2014-11-30,2014-11-30GB
3913,Arrowhead Stadium,27.0,48.0,18.0,N,Cloudy,Grass,KC,2014-11-30,2014-11-30KC
3914,MetLife Stadium,42.0,75.0,6.0,NW,Rain,FieldTurf,NYJ,2014-12-01,2014-12-01NYJ
3915,Soldier Field,,,,,Cloudy,Grass,CHI,2014-12-04,2014-12-04CHI
3916,Paul Brown Stadium,39.0,70.0,8.0,N,Sunny,UBU Speed Series S5M,CIN,2014-12-07,2014-12-07CIN
3917,FirstEnergy Stadium,37.0,61.0,10.0,E,Sunny,Grass,CLE,2014-12-07,2014-12-07CLE
3918,Ford Field,83.0,,,,Dome,FieldTurf,DET,2014-12-07,2014-12-07DET
3919,LP Field,45.0,57.0,6.0,ENE,Cloudy,Grass,TEN,2014-12-07,2014-12-07TEN
3920,Sun Life Stadium,76.0,68.0,10.0,NW,Sunny,Grass,MIA,2014-12-07,2014-12-07MIA
3921,TCF Bank Stadium,32.0,,17.0,SE,Cloudy,FieldTurf,MIN,2014-12-07,2014-12-07MIN
3922,Mercedes-Benz Superdome,55.0,,,,Dome,UBU Speed Series S5M,NO,2014-12-07,2014-12-07NO
3923,FedEx Field,45.0,37.0,8.0,N,Sunny,Grass,WAS,2014-12-07,2014-12-07WAS
3924,EverBank Field,61.0,60.0,15.0,N,Chance Rain,Grass,JAC,2014-12-07,2014-12-07JAC
3925,Sports Authority Field at Mile High,63.0,15.0,3.0,SE,Mostly Sunny,Grass,DEN,2014-12-07,2014-12-07DEN
3926,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2014-12-07,2014-12-07ARI
3927,O.co Coliseum Oakland,63.0,78.0,0.0,CALM,Cloudy,Grass,OAK,2014-12-07,2014-12-07OAK
3928,Lincoln Financial Field,45.0,32.0,15.0,NNE,Mostly Sunny,Grass,PHI,2014-12-07,2014-12-07PHI
3929,Qualcomm Stadium,67.0,59.0,7.0,NNW,Partly Cloudy,Grass,SD,2014-12-07,2014-12-07SD
3930,Lambeau Field,33.0,96.0,0.0,CALM,Cloudy,DD GrassMaster,GB,2014-12-08,2014-12-08GB
3931,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2014-12-11,2014-12-11STL
3932,Georgia Dome,,,,,Dome,FieldTurf,ATL,2014-12-14,2014-12-14ATL
3933,Ralph Wilson Stadium,38.0,89.0,10.0,W,Partly Cloudy,A Turf Titan,BUF,2014-12-14,2014-12-14BUF
3934,FirstEnergy Stadium,43.0,94.0,7.0,W,Cloudy,Grass,CLE,2014-12-14,2014-12-14CLE
3935,Ford Field,,,,,Dome,FieldTurf,DET,2014-12-14,2014-12-14DET
3936,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2014-12-14,2014-12-14IND
3937,Arrowhead Stadium,58.0,78.0,16.0,S,Cloudy,Grass,KC,2014-12-14,2014-12-14KC
3938,Gillette Stadium,43.0,55.0,9.0,NNW,Sunny,FieldTurf,NE,2014-12-14,2014-12-14NE
3939,MetLife Stadium,43.0,63.0,9.0,NNW,Cloudy,UBU Speed Series S5M,NYG,2014-12-14,2014-12-14NYG
3940,Bank of America Stadium,60.0,36.0,0.0,CALM,Sunny,Grass,CAR,2014-12-14,2014-12-14CAR
3941,M&T Bank Stadium,47.0,64.0,3.0,NW,Mostly Cloudy,MomentumTurf,BAL,2014-12-14,2014-12-14BAL
3942,LP Field,54.0,58.0,6.0,E,Cloudy,Grass,TEN,2014-12-14,2014-12-14TEN
3943,Qualcomm Stadium,64.0,46.0,6.0,WNW,Sunny,Grass,SD,2014-12-14,2014-12-14SD
3944,CenturyLink Field,46.0,74.0,4.0,NW,Sunny,FieldTurf,SEA,2014-12-14,2014-12-14SEA
3945,Lincoln Financial Field,41.0,69.0,9.0,NW,Partly Cloudy,Grass,PHI,2014-12-14,2014-12-14PHI
3946,Soldier Field,44.0,93.0,5.0,SSE,Rain,Grass,CHI,2014-12-15,2014-12-15CHI
3947,EverBank Field,58.0,,2.0,NW,Clear,Grass,JAC,2014-12-18,2014-12-18JAC
3948,Levi's Stadium,61.0,75.0,5.0,SW,Cloudy,Grass,SF,2014-12-20,2014-12-20SF
3949,FedEx Field,37.0,56.0,0.0,CALM,Cloudy,Grass,WAS,2014-12-20,2014-12-20WAS
3950,Soldier Field,36.0,74.0,13.0,S,Cloudy,Grass,CHI,2014-12-21,2014-12-21CHI
3951,Sun Life Stadium,80.0,58.0,9.0,SE,Partly Cloudy,Grass,MIA,2014-12-21,2014-12-21MIA
3952,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2014-12-21,2014-12-21NO
3953,MetLife Stadium,34.0,75.0,9.0,NW,Cloudy,FieldTurf,NYJ,2014-12-21,2014-12-21NYJ
3954,Heinz Field,36.0,50.0,1.0,SSE,Sunny,Grass,PIT,2014-12-21,2014-12-21PIT
3955,Raymond James Stadium,75.0,65.0,7.0,N,Cloudy,Grass,TB,2014-12-21,2014-12-21TB
3956,Bank of America Stadium,48.0,65.0,3.0,NNE,Cloudy,Grass,CAR,2014-12-21,2014-12-21CAR
3957,NRG Stadium,,,,,Closed Roof,Grass,HOU,2014-12-21,2014-12-21HOU
3958,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2014-12-21,2014-12-21STL
3959,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2014-12-21,2014-12-21DAL
3960,O.co Coliseum Oakland,64.0,84.0,10.0,WNW,Cloudy,Grass,OAK,2014-12-21,2014-12-21OAK
3961,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2014-12-21,2014-12-21ARI
3962,Paul Brown Stadium,47.0,70.0,8.0,N,Cloudy,UBU Speed Series S5M,CIN,2014-12-22,2014-12-22CIN
3963,Georgia Dome,,,,,Dome,AstroTurf,ATL,2014-12-28,2014-12-28ATL
3964,Lambeau Field,27.0,69.0,5.0,W,Cloudy,DD GrassMaster,GB,2014-12-28,2014-12-28GB
3965,LP Field,40.0,99.0,6.0,N,Cloudy,Grass,TEN,2014-12-28,2014-12-28TEN
3966,Arrowhead Stadium,31.0,63.0,7.0,SSW,,Grass,KC,2014-12-28,2014-12-28KC
3967,Sun Life Stadium,80.0,68.0,12.0,SE,Partly Cloudy,Grass,MIA,2014-12-28,2014-12-28MIA
3968,TCF Bank Stadium,15.0,77.0,0.0,CALM,Cloudy,FieldTurf,MIN,2014-12-28,2014-12-28MIN
3969,Gillette Stadium,49.0,74.0,9.0,NW,Mostly Cloudy,FieldTurf,NE,2014-12-28,2014-12-28NE
3970,MetLife Stadium,48.0,82.0,8.0,SSW,Cloudy,UBU Speed Series S5M,NYG,2014-12-28,2014-12-28NYG
3971,Raymond James Stadium,79.0,74.0,6.0,SW,Cloudy,Grass,TB,2014-12-28,2014-12-28TB
3972,FedEx Field,58.0,54.0,0.0,CALM,Cloudy,Grass,WAS,2014-12-28,2014-12-28WAS
3973,M&T Bank Stadium,54.0,0.0,5.0,WNW,Cloudy,MomentumTurf,BAL,2014-12-28,2014-12-28BAL
3974,NRG Stadium,43.0,93.0,11.0,NNW,Rain,Grass,HOU,2014-12-28,2014-12-28HOU
3975,Sports Authority Field at Mile High,40.0,28.0,7.0,NE,Partly Cloudy,Grass,DEN,2014-12-28,2014-12-28DEN
3976,Levi's Stadium,51.0,60.0,3.0,NW,Sunny,Grass,SF,2014-12-28,2014-12-28SF
3977,CenturyLink Field,43.0,81.0,5.0,SE,Cloudy,FieldTurf,SEA,2014-12-28,2014-12-28SEA
3978,Heinz Field,37.0,68.0,5.0,NW,Cloudy,Grass,PIT,2014-12-28,2014-12-28PIT
3979,Bank of America Stadium,51.0,82.0,6.0,NE,Rain,Grass,CAR,2015-01-03,2015-01-03CAR
3980,Heinz Field,48.0,80.0,10.0,S,Cloudy,Grass,PIT,2015-01-03,2015-01-03PIT
3981,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-01-04,2015-01-04IND
3982,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-01-04,2015-01-04DAL
3983,Gillette Stadium,20.0,30.0,12.0,W,Clear,FieldTurf,NE,2015-01-10,2015-01-10NE
3984,CenturyLink Field,48.0,89.0,0.0,CALM,Cloudy,FieldTurf,SEA,2015-01-10,2015-01-10SEA
3985,Lambeau Field,24.0,62.0,0.0,CALM,Cloudy,DD GrassMaster,GB,2015-01-11,2015-01-11GB
3986,Sports Authority Field at Mile High,40.0,71.0,7.0,N,Cloudy,Grass,DEN,2015-01-11,2015-01-11DEN
3987,CenturyLink Field,52.0,70.0,15.0,SSW,Rain,FieldTurf,SEA,2015-01-18,2015-01-18SEA
3988,Gillette Stadium,51.0,71.0,20.0,SSE,Rain,FieldTurf,NE,2015-01-18,2015-01-18NE
3989,University of Phoenix Stadium,66.0,49.0,6.0,S,Sunny,Grass,SEA,2015-02-01,2015-02-01SEA
3990,Gillette Stadium,65.0,93.0,9.0,NNE,Cloudy,FieldTurf,NE,2015-09-10,2015-09-10NE
3991,Soldier Field,68.0,39.0,11.0,WNW,Mostly Sunny,Grass,CHI,2015-09-13,2015-09-13CHI
3992,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-09-13,2015-09-13HOU
3993,MetLife Stadium,77.0,49.0,8.0,SW,Cloudy,FieldTurf,NYJ,2015-09-13,2015-09-13NYJ
3994,Ralph Wilson Stadium,56.0,78.0,15.0,W,Cloudy,A Turf Titan,BUF,2015-09-13,2015-09-13BUF
3995,FedEx Field,69.0,58.0,10.0,NW,Partly Cloudy,Grass,WAS,2015-09-13,2015-09-13WAS
3996,EverBank Field,77.0,55.0,7.0,N,Chance Rain,Grass,JAC,2015-09-13,2015-09-13JAC
3997,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-09-13,2015-09-13STL
3998,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-09-13,2015-09-13ARI
3999,Qualcomm Stadium,84.0,47.0,10.0,WSW,Sunny,Grass,SD,2015-09-13,2015-09-13SD
4000,Raymond James Stadium,84.0,66.0,8.0,NNE,Cloudy,Grass,TB,2015-09-13,2015-09-13TB
4001,O.co Coliseum Oakland,73.0,59.0,9.0,WNW,Cloudy,Grass,OAK,2015-09-13,2015-09-13OAK
4002,Sports Authority Field at Mile High,88.0,8.0,13.0,NW,Partly Sunny,Grass,DEN,2015-09-13,2015-09-13DEN
4003,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-09-13,2015-09-13DAL
4004,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-09-14,2015-09-14ATL
4005,Levi's Stadium,70.0,63.0,5.0,S,Partly Cloudy,Grass,SF,2015-09-14,2015-09-14SF
4006,Arrowhead Stadium,87.0,59.0,13.0,S,Cloudy,Grass,KC,2015-09-17,2015-09-17KC
4007,Bank of America Stadium,88.0,43.0,6.0,NE,Sunny,Grass,CAR,2015-09-20,2015-09-20CAR
4008,Heinz Field,66.0,60.0,10.0,NNE,Partly Cloudy,Grass,PIT,2015-09-20,2015-09-20PIT
4009,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-09-20,2015-09-20NO
4010,TCF Bank Stadium,67.0,,,,Partly Cloudy,FieldTurf,MIN,2015-09-20,2015-09-20MIN
4011,Soldier Field,70.0,47.0,6.0,S,Mostly Sunny,Grass,CHI,2015-09-20,2015-09-20CHI
4012,Ralph Wilson Stadium,62.0,57.0,7.0,N,Sunny,A Turf Titan,BUF,2015-09-20,2015-09-20BUF
4013,Paul Brown Stadium,69.0,47.0,6.0,NE,Partly Cloudy,UBU Speed Series S5M,CIN,2015-09-20,2015-09-20CIN
4014,FirstEnergy Stadium,64.0,59.0,12.0,NE,Sunny,Grass,CLE,2015-09-20,2015-09-20CLE
4015,MetLife Stadium,73.0,47.0,9.0,N,Mostly Cloudy,UBU Speed Series S5M,NYG,2015-09-20,2015-09-20NYG
4016,FedEx Field,72.0,56.0,9.0,N,Cloudy,Grass,WAS,2015-09-20,2015-09-20WAS
4017,EverBank Field,87.0,55.0,5.0,E,Partly Cloudy,Grass,JAC,2015-09-20,2015-09-20JAC
4018,O.co Coliseum Oakland,80.0,32.0,8.0,WNW,Sunny,Grass,OAK,2015-09-20,2015-09-20OAK
4019,Lincoln Financial Field,77.0,37.0,15.0,NNE,Partly Cloudy,Grass,PHI,2015-09-20,2015-09-20PHI
4020,Lambeau Field,62.0,52.0,9.0,SE,Clear,DD GrassMaster,GB,2015-09-20,2015-09-20GB
4021,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-09-21,2015-09-21IND
4022,MetLife Stadium,71.0,60.0,4.0,SSW,Clear,UBU Speed Series S5M,NYG,2015-09-24,2015-09-24NYG
4023,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-09-27,2015-09-27DAL
4024,LP Field,74.0,77.0,3.0,ENE,Cloudy,Grass,TEN,2015-09-27,2015-09-27TEN
4025,FirstEnergy Stadium,75.0,62.0,16.0,SSE,Cloudy,Grass,CLE,2015-09-27,2015-09-27CLE
4026,M&T Bank Stadium,70.0,20.0,12.0,ENE,Cloudy,MomentumTurf,BAL,2015-09-27,2015-09-27BAL
4027,Gillette Stadium,68.0,41.0,6.0,E,Clear,FieldTurf,NE,2015-09-27,2015-09-27NE
4028,Bank of America Stadium,69.0,90.0,9.0,NNE,Rain,Grass,CAR,2015-09-27,2015-09-27CAR
4029,MetLife Stadium,66.0,52.0,7.0,E,Clear,FieldTurf,NYJ,2015-09-27,2015-09-27NYJ
4030,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-09-27,2015-09-27HOU
4031,TCF Bank Stadium,75.0,,12.0,S,Sunny,FieldTurf,MIN,2015-09-27,2015-09-27MIN
4032,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-09-27,2015-09-27STL
4033,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-09-27,2015-09-27ARI
4034,Sun Life Stadium,87.0,65.0,6.0,SE,Cloudy,Grass,MIA,2015-09-27,2015-09-27MIA
4035,CenturyLink Field,60.0,53.0,5.0,NE,Sunny,FieldTurf,SEA,2015-09-27,2015-09-27SEA
4036,Ford Field,,,,,Dome,FieldTurf,DET,2015-09-27,2015-09-27DET
4037,Lambeau Field,67.0,93.0,5.0,N,Light Rain,DD GrassMaster,GB,2015-09-28,2015-09-28GB
4038,Heinz Field,63.0,62.0,8.0,ENE,Cloudy,Grass,PIT,2015-10-01,2015-10-01PIT
4039,Sun Life Stadium,59.0,63.0,5.0,SSE,Sunny,Grass,MIA,2015-10-04,2015-10-04MIA
4040,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-10-04,2015-10-04IND
4041,Ralph Wilson Stadium,60.0,66.0,8.0,E,Mostly Cloudy,A Turf Titan,BUF,2015-10-04,2015-10-04BUF
4042,Raymond James Stadium,74.0,92.0,5.0,NE,Cloudy,Grass,TB,2015-10-04,2015-10-04TB
4043,FedEx Field,58.0,82.0,13.0,NE,Cloudy,Grass,WAS,2015-10-04,2015-10-04WAS
4044,Soldier Field,55.0,83.0,12.0,NE,Cloudy,Grass,CHI,2015-10-04,2015-10-04CHI
4045,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-10-04,2015-10-04ATL
4046,Paul Brown Stadium,68.0,64.0,5.0,E,Sunny,UBU Speed Series S5M,CIN,2015-10-04,2015-10-04CIN
4047,Qualcomm Stadium,68.0,78.0,11.0,WNW,Cloudy,Grass,SD,2015-10-04,2015-10-04SD
4048,Levi's Stadium,74.0,36.0,5.0,SE,Sunny,Grass,SF,2015-10-04,2015-10-04SF
4049,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-10-04,2015-10-04ARI
4050,Sports Authority Field at Mile High,60.0,57.0,9.0,NE,Cloudy,Grass,DEN,2015-10-04,2015-10-04DEN
4051,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-10-04,2015-10-04NO
4052,CenturyLink Field,74.0,41.0,8.0,N,Sunny,FieldTurf,SEA,2015-10-05,2015-10-05SEA
4053,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-10-08,2015-10-08HOU
4054,Arrowhead Stadium,72.0,51.0,10.0,SSW,Sunny,Grass,KC,2015-10-11,2015-10-11KC
4055,Paul Brown Stadium,66.0,59.0,3.0,SW,Sunny,UBU Speed Series S5M,CIN,2015-10-11,2015-10-11CIN
4056,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-10-11,2015-10-11ATL
4057,Raymond James Stadium,84.0,55.0,9.0,NW,Clear,Grass,TB,2015-10-11,2015-10-11TB
4058,Lincoln Financial Field,67.0,54.0,6.0,SW,Clear,Grass,PHI,2015-10-11,2015-10-11PHI
4059,M&T Bank Stadium,65.0,48.0,2.0,SSW,Mostly Sunny,MomentumTurf,BAL,2015-10-11,2015-10-11BAL
4060,Lambeau Field,67.0,61.0,15.0,SW,Clear,DD GrassMaster,GB,2015-10-11,2015-10-11GB
4061,LP Field,67.0,58.0,5.0,NNE,Sunny,Grass,TEN,2015-10-11,2015-10-11TEN
4062,Ford Field,,,,,Dome,FieldTurf,DET,2015-10-11,2015-10-11DET
4063,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-10-11,2015-10-11DAL
4064,O.co Coliseum Oakland,72.0,59.0,10.0,,Sunny,Grass,OAK,2015-10-11,2015-10-11OAK
4065,MetLife Stadium,61.0,59.0,4.0,SSW,Clear,UBU Speed Series S5M,NYG,2015-10-11,2015-10-11NYG
4066,Qualcomm Stadium,93.0,32.0,10.0,WNW,Partly Cloudy,Grass,SD,2015-10-12,2015-10-12SD
4067,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-10-15,2015-10-15NO
4068,MetLife Stadium,49.0,30.0,16.0,WNW,Clear,FieldTurf,NYJ,2015-10-18,2015-10-18NYJ
4069,Heinz Field,45.0,47.0,12.0,W,Partly Cloudy,Grass,PIT,2015-10-18,2015-10-18PIT
4070,TCF Bank Stadium,54.0,0.0,10.0,SSW,Sunny,FieldTurf,MIN,2015-10-18,2015-10-18MIN
4071,Ralph Wilson Stadium,40.0,73.0,4.0,NE,Cloudy,A Turf Titan,BUF,2015-10-18,2015-10-18BUF
4072,Ford Field,,,,,Dome,FieldTurf,DET,2015-10-18,2015-10-18DET
4073,FirstEnergy Stadium,47.0,52.0,20.0,NW,Sunny,Grass,CLE,2015-10-18,2015-10-18CLE
4074,EverBank Field,73.0,55.0,18.0,NE,Clear,Grass,JAC,2015-10-18,2015-10-18JAC
4075,LP Field,56.0,39.0,8.0,S,Sunny,Grass,TEN,2015-10-18,2015-10-18TEN
4076,CenturyLink Field,61.0,85.0,5.0,SSE,Cloudy,FieldTurf,SEA,2015-10-18,2015-10-18SEA
4077,Lambeau Field,54.0,35.0,12.0,S,Clear,DD GrassMaster,GB,2015-10-18,2015-10-18GB
4078,Levi's Stadium,69.0,60.0,7.0,N,Partly Sunny,Grass,SF,2015-10-18,2015-10-18SF
4079,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-10-18,2015-10-18IND
4080,Lincoln Financial Field,44.0,49.0,6.0,SSW,Clear,Grass,PHI,2015-10-19,2015-10-19PHI
4081,Levi's Stadium,75.0,40.0,8.0,NW,Mostly Sunny,Grass,SF,2015-10-22,2015-10-22SF
4082,Wembley Stadium,48.0,74.0,2.0,NNW,Mostly Sunny,Grass,JAC,2015-10-25,2015-10-25JAC
4083,FedEx Field,64.0,87.0,5.0,W,Sunny,Grass,WAS,2015-10-25,2015-10-25WAS
4084,LP Field,59.0,95.0,8.0,NE,Cloudy,Grass,TEN,2015-10-25,2015-10-25TEN
4085,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-10-25,2015-10-25IND
4086,Ford Field,,,,,Dome,FieldTurf,DET,2015-10-25,2015-10-25DET
4087,Arrowhead Stadium,58.0,57.0,7.0,NE,Sunny,Grass,KC,2015-10-25,2015-10-25KC
4088,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-10-25,2015-10-25STL
